sent		infile		time		goodput		throughput	PER_estimate
83167		22563		15.9226		23.2163		85.577		0.284347
83457		22563		12.8888		28.681		106.089		0.28446
83250		22563		16.1298		22.918		84.5619		0.284321
82909		22563		14.2955		25.8587		95.0216		0.283692
82803		22563		13.5425		27.2966		100.177		0.2833
83632		22563		13.0848		28.2514		104.719		0.284685
83366		22563		13.2945		27.8058		102.74		0.284446
83548		22563		15.0424		24.5748		90.9994		0.284644
