dectime		rxtime		totrxpck	droppck		rxpck		uselesspck		PER
1.59212		9.55271		41335		8332			33000		3			0.201573
1.48345		8.90071		41302		8302			33000		0			0.201007
1.53753		9.22518		41262		8259			33000		3			0.20016
1.53289		9.19735		41213		8211			33000		2			0.199233
2.16979		13.0188		41404		8401			33000		3			0.202903
1.65716		9.94294		41254		8254			33000		0			0.200078
1.88418		11.3051		41153		8152			33000		1			0.19809
1.77228		10.6337		41269		8266			33000		3			0.200296
1.64186		9.85117		41236		8234			33000		2			0.19968
1.97252		11.8351		41323		8319			33000		4			0.201316
