dectime		rxtime		totrxpck	droppck		rxpck		uselesspck		PER
2.21223		13.2734		55003		22002			33000		1			0.400015
1.74851		10.491		54868		21867			33000		1			0.398538
1.76472		10.5883		54872		21869			33000		3			0.398546
1.8538		11.1228		55271		22270			33000		1			0.402924
1.962		11.772		55034		22033			33000		1			0.400353
2.20396		13.2238		54830		21829			33000		1			0.398121
1.82827		10.9696		54945		21944			33000		1			0.399381
1.98477		11.9086		55173		22171			33000		2			0.401845
1.65682		9.94094		55032		22029			33000		3			0.400294
2.10092		12.6055		55248		22245			33000		3			0.402639
