dectime		rxtime		totrxpck	droppck		rxpck		uselesspck		PER
0.0142881		26.8767		73793		36989			32108		4696			0.501254
0.0207322		38.998		73406		36902			32065		4439			0.502711
0.014238		26.7824		73206		36819			32067		4320			0.502951
0.0160124		30.1201		73157		36561			32089		4507			0.499761
0.0215272		40.4934		73156		36513			32096		4547			0.499111
0.0154542		29.0704		72994		36507			32096		4391			0.500137
0.0204892		38.5411		73492		36930			32076		4486			0.502504
0.0173958		32.7224		73107		36348			32119		4640			0.497189
0.015977		30.0537		73159		36545			32083		4531			0.499528
0.0137104		25.7901		73274		36547			32110		4617			0.498772
