dectime		rxtime		totrxpck	droppck		rxpck		uselesspck		PER
0.0107264		20.1772		50186		15059			32076		3051			0.300064
0.0109171		20.5359		50446		15115			32067		3264			0.299627
0.0129857		24.427		50335		15040			32102		3193			0.298798
0.0103337		19.4384		50849		15253			32106		3490			0.299967
0.0107548		20.2306		50021		14869			32068		3084			0.297255
0.0111975		21.0634		50471		15210			32071		3190			0.301361
0.0125079		23.5282		50367		15107			32113		3147			0.299938
0.0114307		21.502		50449		15233			32065		3151			0.301949
0.0113899		21.4253		49966		14800			32099		3067			0.296201
0.0107075		20.1416		50559		15214			32101		3244			0.300916
