dectime		rxtime		totrxpck	droppck		rxpck		uselesspck		PER
0.00908792		17.0951		43146		8491			32104		2551			0.196797
0.00899098		16.9128		43084		8593			32061		2430			0.199448
0.00951816		17.9045		43315		8715			32096		2504			0.201201
0.00999752		18.8061		43430		8895			32092		2443			0.204812
0.00891069		16.7618		43386		8748			32093		2545			0.201632
0.00906284		17.048		43196		8603			32104		2489			0.199162
0.00976195		18.363		43179		8727			32063		2389			0.202112
0.00978575		18.4078		43361		8814			32092		2455			0.20327
0.00918799		17.2835		43106		8556			32097		2453			0.198487
0.00985717		18.5422		43395		8626			32114		2655			0.198779
