dectime		rxtime		totrxpck	droppck		rxpck		uselesspck		PER
0.00691023		12.9989		38235		3791			32097		2347			0.09915
0.00664528		12.5005		38242		3848			32094		2300			0.100622
0.00675601		12.7088		38344		3772			32158		2414			0.0983726
0.0065667		12.3527		38461		3903			32118		2440			0.101479
0.00688964		12.9602		38205		3820			32077		2308			0.0999869
0.0070269		13.2184		38046		3772			32075		2199			0.0991431
0.00663168		12.4749		38481		3864			32112		2505			0.100413
0.00717204		13.4914		38048		3803			32054		2191			0.0999527
0.00697994		13.13		37862		3695			32060		2107			0.0975913
0.00672274		12.6462		38376		3917			32098		2361			0.102069
