dectime		rxtime		totrxpck	droppck		rxpck		uselesspck		PER
0.0181921		34.2203		92534		55304			32086		5144			0.597661
0.0185746		34.9397		93524		56101			32109		5314			0.599857
0.021988		41.3604		93743		56271			32096		5376			0.600269
0.0226234		42.5554		93411		55974			32073		5364			0.599223
0.0259378		48.79		92528		55379			32064		5085			0.598511
0.0233245		43.8744		94061		56510			32094		5457			0.60078
0.019614		36.8948		93465		56183			32105		5177			0.601113
0.0188305		35.421		93255		55738			32106		5411			0.597694
0.0178699		33.6144		93509		55916			32116		5477			0.597975
0.0209545		39.4164		94137		56497			32136		5504			0.600157
